date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,time,language
2020-02-15,0.3550640279394645,-0.48548812664907653,-2.189324437030859,-0.3552833078101072,1.2977777777777777,0.173015873015873,2020-02-15,ES
2020-02-16,-2.527075812274368,-0.6443768996960486,-6.841322314049587,-1.6483516483516483,-1.292866082603254,1.1221804511278195,2020-02-16,ES
2020-02-17,-3.31360201511335,-1.1899070385126163,-6.9096657633243,0.7938461538461539,7.151329243353783,0.2845303867403315,2020-02-17,ES
2020-02-18,-0.5580524344569289,0.8083109919571045,-2.921338155515371,1.8771653543307087,7.740325865580448,-0.34203296703296704,2020-02-18,ES
2020-02-19,-0.4007398273736128,-0.20293724966622162,0.6014298480786416,3.0,7.724208375893769,-0.8271604938271605,2020-02-19,ES
2020-02-20,-0.2536764705882353,0.46657754010695185,-1.2207446808510638,3.7378335949764523,4.63939393939394,-0.30758620689655175,2020-02-20,ES
2020-02-21,-0.734207389749702,1.1124338624338623,-1.9889267461669506,6.484756097560975,5.81064483111566,-0.20891364902506965,2020-02-21,ES
2020-02-22,2.665879574970484,3.4649933949801848,6.397133220910624,7.577881619937695,0.6541436464088398,-0.0985691573926868,2020-02-22,ES
2020-02-23,6.591861898890259,4.914241960183767,9.75752508361204,2.745571658615137,-1.121706398996236,-0.026168224299065422,2020-02-23,ES
2020-02-24,-2.8200253485424587,-6.503392130257802,12.164179104477611,-5.787596899224806,-22.87524557956778,3.0060790273556233,2020-02-24,ES
2020-02-25,-10.233458177278402,-10.570652173913043,-1.3958333333333333,-4.136724960254372,-21.48624754420432,3.3223880597014928,2020-02-25,ES
2020-02-26,-2.2735148514851486,-0.5607476635514018,-0.9469901168014375,3.636650868878357,7.3058103975535165,-0.678082191780822,2020-02-26,ES
2020-02-27,-2.21840490797546,0.08165997322623829,-3.775221238938053,0.7531055900621118,8.221544715447154,-0.17189631650750342,2020-02-27,ES
2020-02-28,-0.6336515513126492,1.0330250990752972,-2.4765157984628523,-0.19457013574660634,9.79731127197518,-0.4834710743801653,2020-02-28,ES
2020-02-29,2.1971995332555427,5.105540897097625,-2.870216306156406,-0.9908952959028832,4.122767857142857,0.4827044025157233,2020-02-29,ES
2020-03-01,-0.9709794437726723,4.609422492401216,-6.049464138499588,-2.6442006269592477,0.8312342569269522,1.3822975517890772,2020-03-01,ES
2020-03-02,-0.16080402010050251,4.01595744680851,-4.702925045703839,-1.3035439137134053,12.525128205128205,-0.7770177838577291,2020-03-02,ES
2020-03-03,-1.1904761904761905,2.9758713136729225,-5.592991913746631,-1.6118935837245696,12.693018480492814,-0.7435197817189632,2020-03-03,ES
2020-03-04,-1.3936039360393604,2.0630872483221476,-3.1529516994633275,-1.1802507836990597,12.910951893551688,-0.96875,2020-03-04,ES
2020-03-05,-1.4164619164619165,2.343124165554072,-4.792035398230088,-1.178125,12.534079348931842,-0.8306233062330624,2020-03-05,ES
2020-03-06,-0.5763723150357996,2.203166226912929,-5.694017094017094,-0.7578947368421053,14.344364012409514,-1.0998632010943912,2020-03-06,ES
2020-03-07,0.827906976744186,3.5997357992073975,-5.035863219349458,-4.411585365853658,4.810750279955207,0.957680250783699,2020-03-07,ES
2020-03-08,3.3692493946731235,3.6021341463414633,-3.1473509933774833,-4.815748031496063,1.9873417721518987,1.4811320754716981,2020-03-08,ES
2020-03-09,-2.940954773869347,0.948069241011984,-7.288566243194192,-2.396923076923077,11.093047034764826,-0.11522633744855967,2020-03-09,ES
2020-03-10,-2.4316185696361354,3.0283018867924527,-6.023339317773788,-2.0283464566929132,13.22233606557377,-1.0559345156889495,2020-03-10,ES
2020-03-11,-8.4004914004914,-1.8281879194630872,-10.6260017809439,-5.589622641509434,11.346585117227319,-0.09264305177111716,2020-03-11,ES
2020-03-12,-6.246642246642247,4.457219251336898,-8.938883968113375,-5.151799687010954,11.277551020408163,-0.2391304347826087,2020-03-12,ES
2020-03-13,-9.619668246445498,4.525759577278732,-12.344067796610169,-8.307110438729199,10.075335397316822,0.8893499308437067,2020-03-13,ES
2020-03-14,-16.641946697566627,1.1178807947019866,-20.603122432210352,-18.954682779456192,-0.8996655518394648,5.111111111111111,2020-03-14,ES
